Year,State,District,target_yield,Area,Production,yield_calculated,ndvi,rainfall,temperature
1981,MAHARASHTRA,NASIK,1455.92,90453.54513,207673.2601,1455.92,0.21381361,6.04924916,24.6108965
1982,MAHARASHTRA,NASIK,1061.86,90453.54513,207673.2601,1061.86,0.202615931,-1.845572311,24.2023532
1983,MAHARASHTRA,NASIK,1367.5,90453.54513,207673.2601,1367.5,0.214163643,4.554928073,25.26605629
1984,MAHARASHTRA,NASIK,1120.99,90453.54513,207673.2601,1120.99,0.208546338,6.27442333,25.14181938
1985,MAHARASHTRA,NASIK,755.05,90453.54513,207673.2601,755.05,0.238746634,8.205980383,24.32350164
1986,MAHARASHTRA,NASIK,538.46,90453.54513,207673.2601,538.46,0.212953873,4.673989984,24.38709324
1987,MAHARASHTRA,NASIK,861.11,90453.54513,207673.2601,861.11,0.199310422,0.903291226,24.95895984
1988,MAHARASHTRA,NASIK,1257.37,90453.54513,207673.2601,1257.37,0.212011015,0.486239514,24.14277773
1989,MAHARASHTRA,NASIK,1007.73,90453.54513,207673.2601,1007.73,0.218546405,2.693146179,24.4176564
1990,MAHARASHTRA,NASIK,1058.23,90453.54513,207673.2601,1058.23,0.230086457,3.172265792,24.21021678
1991,MAHARASHTRA,NASIK,768.67,90453.54513,207673.2601,768.67,0.207458293,0.28627178,24.2263326
1992,MAHARASHTRA,NASIK,1174.64,90453.54513,207673.2601,1174.64,0.197528538,2.297076799,24.37046736
1993,MAHARASHTRA,NASIK,1255.97,90453.54513,207673.2601,1255.97,0.221521187,9.258435227,25.18350169
1994,MAHARASHTRA,NASIK,1237.14,90453.54513,207673.2601,1237.14,0.19954683,14.20320564,23.85322637
1995,MAHARASHTRA,NASIK,956.07,90453.54513,207673.2601,956.07,0.208991263,9.738451174,24.94724175
1996,MAHARASHTRA,NASIK,1440.48,90453.54513,207673.2601,1440.48,0.210776612,12.49044804,24.85947327
1997,MAHARASHTRA,NASIK,1337.1,90453.54513,207673.2601,1337.1,0.212656483,10.83173495,25.21467149
1998,MAHARASHTRA,NASIK,1254.39,90453.54513,207673.2601,1254.39,0.220244462,10.12679425,24.8590241
1999,MAHARASHTRA,NASIK,1196.65,90453.54513,207673.2601,1196.65,0.206516475,4.27216129,24.54107995
2000,MAHARASHTRA,NASIK,872.81,90453.54513,207673.2601,872.81,0.210615525,6.665696997,24.32284475
2001,MAHARASHTRA,NASIK,1208.15,90453.54513,207673.2601,1208.15,0.213210114,3.858045893,25.22570544
2002,MAHARASHTRA,NASIK,894.09,90453.54513,207673.2601,894.09,0.214848797,4.865606793,24.97897365
2003,MAHARASHTRA,NASIK,1310.28,90453.54513,207673.2601,1310.28,0.214331089,6.301978107,24.48393178
2004,MAHARASHTRA,NASIK,1381.89,90453.54513,207673.2601,1381.89,0.217712875,9.528973363,25.18495547
2005,MAHARASHTRA,NASIK,1167,90453.54513,207673.2601,1167,0.221791212,8.077759512,24.5075605
2006,MAHARASHTRA,NASIK,1012.24,90453.54513,207673.2601,1012.24,0.217279158,5.15199629,24.73002868
2007,MAHARASHTRA,NASIK,1351.78,90453.54513,207673.2601,1351.78,0.217888673,6.238836309,24.42825775
2008,MAHARASHTRA,NASIK,1285.16,90453.54513,207673.2601,1285.16,0.197530586,8.128460976,24.99742056
2009,MAHARASHTRA,NASIK,391.68,90453.54513,207673.2601,391.68,0.213855094,9.298114795,24.23340393
2010,MAHARASHTRA,NASIK,406.6,90453.54513,207673.2601,406.6,0.218147893,-1.633833211,24.58120526
2011,MAHARASHTRA,NASIK,1236.88,90453.54513,207673.2601,1236.88,0.220642229,0.574197785,24.40322272
2012,MAHARASHTRA,NASIK,1189.84,90453.54513,207673.2601,1189.84,0.20642931,11.49769527,24.86235559
2013,MAHARASHTRA,NASIK,1285.12,90453.54513,207673.2601,1285.12,0.206762425,5.656794755,24.92474357
2014,MAHARASHTRA,NASIK,1217.7,90453.54513,207673.2601,1217.7,0.207611811,3.840759638,24.17841914
2015,MAHARASHTRA,NASIK,1452.59,90453.54513,207673.2601,1452.59,0.218716956,4.64364524,24.9337153
2016,MAHARASHTRA,NASIK,2027.82,90453.54513,207673.2601,2027.82,0.223691628,4.642616077,23.99213792
2017,MAHARASHTRA,NASIK,2118.62,90453.54513,207673.2601,2118.62,0.209278216,8.750831513,25.82648619
1966,MAHARASHTRA,DHULE,333.33,90453.54513,207673.2601,333.33,0.22243244,0.421060635,24.47476307
1967,MAHARASHTRA,DHULE,571.43,90453.54513,207673.2601,571.43,0.214587615,6.085031337,25.25512994
1968,MAHARASHTRA,DHULE,303.03,90453.54513,207673.2601,303.03,0.21210996,7.191731252,24.8310828
1969,MAHARASHTRA,DHULE,407.82,90453.54513,207673.2601,407.82,0.211238975,7.942482188,24.85139736
1970,MAHARASHTRA,DHULE,531.25,90453.54513,207673.2601,531.25,0.220818931,7.075462586,24.14746264
1971,MAHARASHTRA,DHULE,420.09,90453.54513,207673.2601,420.09,0.216608595,8.540673756,25.15222004
1972,MAHARASHTRA,DHULE,243.12,90453.54513,207673.2601,243.12,0.236111072,3.09766185,24.75482317
1973,MAHARASHTRA,DHULE,518.69,90453.54513,207673.2601,518.69,0.204830571,1.252128943,24.96556945
1974,MAHARASHTRA,DHULE,452.74,90453.54513,207673.2601,452.74,0.218533834,18.24616482,24.68514245
1975,MAHARASHTRA,DHULE,679.43,90453.54513,207673.2601,679.43,0.208060807,4.454819182,24.79552114
1976,MAHARASHTRA,DHULE,740.91,90453.54513,207673.2601,740.91,0.204659947,5.038870252,24.28691381
1977,MAHARASHTRA,DHULE,1023.53,90453.54513,207673.2601,1023.53,0.213244146,9.350343094,24.65405407
1978,MAHARASHTRA,DHULE,871.79,90453.54513,207673.2601,871.79,0.214726342,13.94158907,24.520555
1979,MAHARASHTRA,DHULE,661.42,90453.54513,207673.2601,661.42,0.242534553,3.23850202,24.37771401
1980,MAHARASHTRA,DHULE,733.87,90453.54513,207673.2601,733.87,0.211511359,0.967066264,24.79776248
1981,MAHARASHTRA,DHULE,845.56,90453.54513,207673.2601,845.56,0.20205103,-0.249624149,24.91219309
1982,MAHARASHTRA,DHULE,615.7,90453.54513,207673.2601,615.7,0.216082925,13.92667371,24.85588561
1983,MAHARASHTRA,DHULE,799.18,90453.54513,207673.2601,799.18,0.192606417,0.770607673,24.67936921
1984,MAHARASHTRA,DHULE,908.75,90453.54513,207673.2601,908.75,0.212433249,5.823362922,24.93605414
1985,MAHARASHTRA,DHULE,359.85,90453.54513,207673.2601,359.85,0.21351307,1.074718445,24.85158171
1986,MAHARASHTRA,DHULE,333.33,90453.54513,207673.2601,333.33,0.221298821,-1.280636985,24.77926321
1987,MAHARASHTRA,DHULE,520,90453.54513,207673.2601,520,0.22308904,4.499265839,24.81357512
1988,MAHARASHTRA,DHULE,1025,90453.54513,207673.2601,1025,0.208317121,1.272209273,25.3220011
1989,MAHARASHTRA,DHULE,958.65,90453.54513,207673.2601,958.65,0.211846677,2.503000478,24.12796283
1990,MAHARASHTRA,DHULE,926.47,90453.54513,207673.2601,926.47,0.205691609,15.99166809,24.57120152
1991,MAHARASHTRA,DHULE,564.89,90453.54513,207673.2601,564.89,0.202072192,8.085623126,24.89958691
1992,MAHARASHTRA,DHULE,690.57,90453.54513,207673.2601,690.57,0.216451765,10.6184902,23.93913166
1993,MAHARASHTRA,DHULE,879.88,90453.54513,207673.2601,879.88,0.200616962,10.08444042,25.42179185
1994,MAHARASHTRA,DHULE,831.17,90453.54513,207673.2601,831.17,0.209206548,5.45683799,24.85790855
1995,MAHARASHTRA,DHULE,575.34,90453.54513,207673.2601,575.34,0.203401078,3.762550808,25.20895049
1996,MAHARASHTRA,DHULE,947.37,90453.54513,207673.2601,947.37,0.218849649,7.205815664,25.29038055
1997,MAHARASHTRA,DHULE,836.42,25300,21200,0.837944664,0.231367118,6.803396455,24.93672607
1998,MAHARASHTRA,DHULE,922.48,26400,15900,0.602272727,0.200336937,3.117115519,23.61420276
1999,MAHARASHTRA,DHULE,533.83,4900,4700,0.959183673,0.194822632,6.610381757,24.80434672
2000,MAHARASHTRA,DHULE,258.69,4900,1800,0.367346939,0.212103948,2.429494071,24.83644306
2001,MAHARASHTRA,DHULE,718.88,4900,5600,1.142857143,0.213509795,5.103852952,24.18706623
2002,MAHARASHTRA,DHULE,748,5200,4200,0.807692308,0.21553941,4.284725232,23.83566288
2003,MAHARASHTRA,DHULE,897.81,5000,6900,1.38,0.208889612,-0.383220358,24.96133426
2004,MAHARASHTRA,DHULE,574.14,5100,5400,1.058823529,0.211346424,-5.794648461,24.10590444
2005,MAHARASHTRA,DHULE,1447.58,5100,5000,0.980392157,0.217027921,1.265826355,25.76120821
2006,MAHARASHTRA,DHULE,756.97,5100,2100,0.411764706,0.223757126,14.98166593,24.86206825
2007,MAHARASHTRA,DHULE,1367.72,44,35,0.795454545,0.19380233,4.412733695,25.40625547
2008,MAHARASHTRA,DHULE,965.12,5400,3000,0.555555556,0.209663423,9.840983409,24.74608131
2009,MAHARASHTRA,DHULE,645.76,4900,2400,0.489795918,0.215490905,-4.661083111,25.10626902
2010,MAHARASHTRA,DHULE,1104.93,5000,6700,1.34,0.204173056,0.919712265,24.75713157
2011,MAHARASHTRA,DHULE,1355.31,7900,5300,0.670886076,0.230664514,-0.811305482,25.23328607
2012,MAHARASHTRA,DHULE,1314.71,7700,7400,0.961038961,0.206998719,4.949642554,23.71133366
2013,MAHARASHTRA,DHULE,993.38,7700,9700,1.25974026,0.21293989,18.07092001,25.17457353
2014,MAHARASHTRA,DHULE,491.8,100,0,0,0.218913038,8.262337321,25.06488169
2015,MAHARASHTRA,DHULE,943.4,90453.54513,207673.2601,943.4,0.207439969,14.43920527,24.65342378
2016,MAHARASHTRA,DHULE,1258.68,90453.54513,207673.2601,1258.68,0.194887087,4.688958966,24.52591767
2017,MAHARASHTRA,DHULE,1315.48,90453.54513,207673.2601,1315.48,0.209066272,12.78548947,24.58094848
1966,MAHARASHTRA,JALGAON,250,90453.54513,207673.2601,250,0.223647223,16.32742614,24.87188309
1967,MAHARASHTRA,JALGAON,571.43,90453.54513,207673.2601,571.43,0.209983866,5.414297273,25.33751929
1968,MAHARASHTRA,JALGAON,322.58,90453.54513,207673.2601,322.58,0.204888474,3.264819049,24.463405
1969,MAHARASHTRA,JALGAON,424.24,90453.54513,207673.2601,424.24,0.222609539,-0.62791208,23.87961606
1970,MAHARASHTRA,JALGAON,716.22,90453.54513,207673.2601,716.22,0.210045068,4.415841312,25.9727901
1971,MAHARASHTRA,JALGAON,413.79,90453.54513,207673.2601,413.79,0.208251209,6.370625981,25.06628689
1972,MAHARASHTRA,JALGAON,313.13,90453.54513,207673.2601,313.13,0.214847378,16.11591069,24.5348938
1973,MAHARASHTRA,JALGAON,755.56,90453.54513,207673.2601,755.56,0.221060319,-0.513727266,25.32492297
1974,MAHARASHTRA,JALGAON,1483.15,90453.54513,207673.2601,1483.15,0.237169953,6.259452073,25.19734656
1975,MAHARASHTRA,JALGAON,1060.34,90453.54513,207673.2601,1060.34,0.221625178,-3.110398002,24.97664079
1976,MAHARASHTRA,JALGAON,1540,90453.54513,207673.2601,1540,0.224951217,3.827328461,24.49197376
1977,MAHARASHTRA,JALGAON,1858.33,90453.54513,207673.2601,1858.33,0.208293155,7.518119392,25.06416087
1978,MAHARASHTRA,JALGAON,1530,90453.54513,207673.2601,1530,0.203094136,8.524058368,25.27527902
1979,MAHARASHTRA,JALGAON,1359.22,90453.54513,207673.2601,1359.22,0.213976131,8.906258003,23.87046324
1980,MAHARASHTRA,JALGAON,1827.96,90453.54513,207673.2601,1827.96,0.214424516,7.948162769,24.8427471
1981,MAHARASHTRA,JALGAON,1632.18,90453.54513,207673.2601,1632.18,0.20256769,8.863252305,24.87958746
1982,MAHARASHTRA,JALGAON,1470.59,90453.54513,207673.2601,1470.59,0.211599872,6.18983825,24.86353794
1983,MAHARASHTRA,JALGAON,1674.7,90453.54513,207673.2601,1674.7,0.217345993,0.721811075,24.75359142
1984,MAHARASHTRA,JALGAON,1561.8,90453.54513,207673.2601,1561.8,0.216956751,-3.297142213,25.32353615
1985,MAHARASHTRA,JALGAON,506.67,90453.54513,207673.2601,506.67,0.218395696,3.227703496,24.62484114
1986,MAHARASHTRA,JALGAON,571.43,90453.54513,207673.2601,571.43,0.216262465,5.28806544,24.72910688
1987,MAHARASHTRA,JALGAON,714.29,90453.54513,207673.2601,714.29,0.208282731,12.23080159,24.88833227
1988,MAHARASHTRA,JALGAON,928.57,90453.54513,207673.2601,928.57,0.208213811,5.458134229,24.64146484
1989,MAHARASHTRA,JALGAON,1087.72,90453.54513,207673.2601,1087.72,0.201363303,4.978297434,24.03749898
1990,MAHARASHTRA,JALGAON,684.21,90453.54513,207673.2601,684.21,0.231200568,7.888778239,24.83756463
1991,MAHARASHTRA,JALGAON,850.75,90453.54513,207673.2601,850.75,0.213487321,4.611082668,24.8432278
1992,MAHARASHTRA,JALGAON,1176.47,90453.54513,207673.2601,1176.47,0.211104287,10.0138526,24.54791707
1993,MAHARASHTRA,JALGAON,1083.33,90453.54513,207673.2601,1083.33,0.204064897,15.8578107,24.66434215
1994,MAHARASHTRA,JALGAON,1000,90453.54513,207673.2601,1000,0.242709396,16.91507018,23.14056449
1995,MAHARASHTRA,JALGAON,937.5,90453.54513,207673.2601,937.5,0.202619537,6.446345741,25.33470263
1996,MAHARASHTRA,JALGAON,1176.47,90453.54513,207673.2601,1176.47,0.209064338,7.645604428,25.1810147
1997,MAHARASHTRA,JALGAON,941.18,1700,1600,0.941176471,0.217511186,13.85542321,24.06158402
1998,MAHARASHTRA,JALGAON,1055.56,1800,1900,1.055555556,0.219354947,5.21133249,24.39276599
1999,MAHARASHTRA,JALGAON,944.44,1800,1700,0.944444444,0.222932138,9.357103315,25.45476029
2000,MAHARASHTRA,JALGAON,1235.29,1700,2100,1.235294118,0.231428902,0.285341956,24.15307427
2001,MAHARASHTRA,JALGAON,583.33,1200,700,0.583333333,0.218414394,4.406946864,24.96972895
2002,MAHARASHTRA,JALGAON,888.89,900,800,0.888888889,0.202792509,11.74171569,24.48449124
2003,MAHARASHTRA,JALGAON,1222.22,900,1100,1.222222222,0.210783366,2.370164436,24.93557059
2004,MAHARASHTRA,JALGAON,1000,400,400,1,0.216431141,5.320886711,24.75556862
2005,MAHARASHTRA,JALGAON,1500,200,300,1.5,0.234035078,-1.909905623,24.58888369
2006,MAHARASHTRA,JALGAON,1000,100,100,1,0.199374763,15.98998408,24.92476054
2007,MAHARASHTRA,JALGAON,1400,1,1,1,0.225378582,12.27628295,24.48397601
2008,MAHARASHTRA,JALGAON,0,90453.54513,207673.2601,0,0.215151961,6.901640436,23.83838317
2009,MAHARASHTRA,JALGAON,450,200,100,0.5,0.221731123,8.498706965,24.26663847
2010,MAHARASHTRA,JALGAON,0,90453.54513,207673.2601,0,0.21233287,7.94063314,24.2065703
2011,MAHARASHTRA,JALGAON,1500,200,300,1.5,0.204928491,12.88270137,23.92844003
2012,MAHARASHTRA,JALGAON,0,90453.54513,207673.2601,0,0.220861545,3.367142393,24.91519964
2013,MAHARASHTRA,JALGAON,0,90453.54513,207673.2601,0,0.219897128,9.622480705,24.64411626
2014,MAHARASHTRA,JALGAON,0,90453.54513,207673.2601,0,0.223073387,11.3482251,24.90747014
2015,MAHARASHTRA,JALGAON,0,90453.54513,207673.2601,0,0.213219771,12.03777246,24.99087529
2016,MAHARASHTRA,JALGAON,0,90453.54513,207673.2601,0,0.207354597,-5.335711814,25.10873403
2017,MAHARASHTRA,JALGAON,0,90453.54513,207673.2601,0,0.197764947,2.964770214,24.93396048
1966,MAHARASHTRA,AHMEDNAGAR,454.55,90453.54513,207673.2601,454.55,0.22154655,0.865289498,24.24069531
1967,MAHARASHTRA,AHMEDNAGAR,888.89,90453.54513,207673.2601,888.89,0.217591712,6.709084033,25.02026237
1968,MAHARASHTRA,AHMEDNAGAR,886.08,90453.54513,207673.2601,886.08,0.203694991,-4.119008493,24.84140198
1969,MAHARASHTRA,AHMEDNAGAR,666.67,90453.54513,207673.2601,666.67,0.207967081,-4.26697185,25.825552
1970,MAHARASHTRA,AHMEDNAGAR,788.73,90453.54513,207673.2601,788.73,0.208685229,16.81161756,24.73445878
1971,MAHARASHTRA,AHMEDNAGAR,816.9,90453.54513,207673.2601,816.9,0.198522973,9.049589546,24.9219495
1972,MAHARASHTRA,AHMEDNAGAR,172.41,90453.54513,207673.2601,172.41,0.205175993,6.566188821,24.6830868
1973,MAHARASHTRA,AHMEDNAGAR,1155.17,90453.54513,207673.2601,1155.17,0.202014514,7.779505844,24.75494753
1974,MAHARASHTRA,AHMEDNAGAR,1428.57,90453.54513,207673.2601,1428.57,0.209228027,6.692847224,24.72119293
1975,MAHARASHTRA,AHMEDNAGAR,1855.42,90453.54513,207673.2601,1855.42,0.205965842,10.94789589,24.51318782
1976,MAHARASHTRA,AHMEDNAGAR,1615.38,90453.54513,207673.2601,1615.38,0.197082768,2.798921645,24.81917644
1977,MAHARASHTRA,AHMEDNAGAR,1845.36,90453.54513,207673.2601,1845.36,0.23357872,6.894216735,25.04137983
1978,MAHARASHTRA,AHMEDNAGAR,1568.18,90453.54513,207673.2601,1568.18,0.225878225,7.098248945,24.52074627
1979,MAHARASHTRA,AHMEDNAGAR,1074.07,90453.54513,207673.2601,1074.07,0.205562623,0.726852813,25.14828625
1980,MAHARASHTRA,AHMEDNAGAR,1878.05,90453.54513,207673.2601,1878.05,0.216077031,12.3460579,25.08765477
1981,MAHARASHTRA,AHMEDNAGAR,1250,90453.54513,207673.2601,1250,0.217527468,3.732758905,24.29036848
1982,MAHARASHTRA,AHMEDNAGAR,1492.75,90453.54513,207673.2601,1492.75,0.225263676,11.04825095,24.24865475
1983,MAHARASHTRA,AHMEDNAGAR,1735.29,90453.54513,207673.2601,1735.29,0.205166767,6.535706237,24.95457631
1984,MAHARASHTRA,AHMEDNAGAR,1406.25,90453.54513,207673.2601,1406.25,0.224273885,14.12906677,24.43673172
1985,MAHARASHTRA,AHMEDNAGAR,955.22,90453.54513,207673.2601,955.22,0.207873764,0.754247162,24.20764428
1986,MAHARASHTRA,AHMEDNAGAR,1000,90453.54513,207673.2601,1000,0.199994193,0.537348597,25.58894833
1987,MAHARASHTRA,AHMEDNAGAR,1333.33,90453.54513,207673.2601,1333.33,0.220594183,1.43266465,24.24733583
1988,MAHARASHTRA,AHMEDNAGAR,1396.55,90453.54513,207673.2601,1396.55,0.226260402,6.627620357,23.96870188
1989,MAHARASHTRA,AHMEDNAGAR,1555.56,90453.54513,207673.2601,1555.56,0.239231907,13.66848458,24.33865291
1990,MAHARASHTRA,AHMEDNAGAR,946.67,90453.54513,207673.2601,946.67,0.201355565,13.9266107,24.8463237
1991,MAHARASHTRA,AHMEDNAGAR,938.78,90453.54513,207673.2601,938.78,0.220342014,-5.588700397,24.76727565
1992,MAHARASHTRA,AHMEDNAGAR,1283.95,90453.54513,207673.2601,1283.95,0.209254805,7.209678411,25.67410632
1993,MAHARASHTRA,AHMEDNAGAR,842.11,90453.54513,207673.2601,842.11,0.221186404,-10.10362545,24.34630313
1994,MAHARASHTRA,AHMEDNAGAR,882.35,90453.54513,207673.2601,882.35,0.198647922,9.936301574,24.84857781
1995,MAHARASHTRA,AHMEDNAGAR,1603.45,90453.54513,207673.2601,1603.45,0.20072512,11.55198968,25.29474405
1996,MAHARASHTRA,AHMEDNAGAR,1333.33,90453.54513,207673.2601,1333.33,0.205594069,5.759921231,24.40099168
1997,MAHARASHTRA,AHMEDNAGAR,1223.3,90453.54513,207673.2601,1223.3,0.214142458,6.381050492,25.08236171
1998,MAHARASHTRA,AHMEDNAGAR,1321.43,90453.54513,207673.2601,1321.43,0.206942005,6.32933707,23.81441406
1999,MAHARASHTRA,AHMEDNAGAR,1403.51,90453.54513,207673.2601,1403.51,0.219943361,2.038933011,25.60987688
2000,MAHARASHTRA,AHMEDNAGAR,690.91,90453.54513,207673.2601,690.91,0.223621764,8.119671532,25.22787849
2001,MAHARASHTRA,AHMEDNAGAR,561.64,90453.54513,207673.2601,561.64,0.219348593,4.804102597,24.39016211
2002,MAHARASHTRA,AHMEDNAGAR,229.73,90453.54513,207673.2601,229.73,0.229540694,10.61260115,25.1454085
2003,MAHARASHTRA,AHMEDNAGAR,776.32,90453.54513,207673.2601,776.32,0.217511084,5.393007932,25.38709106
2004,MAHARASHTRA,AHMEDNAGAR,725,90453.54513,207673.2601,725,0.20118385,1.656027072,24.08616532
2005,MAHARASHTRA,AHMEDNAGAR,437.5,90453.54513,207673.2601,437.5,0.226986582,-1.718180749,24.43056066
2006,MAHARASHTRA,AHMEDNAGAR,785.71,90453.54513,207673.2601,785.71,0.207301255,-3.35918152,25.40354131
2007,MAHARASHTRA,AHMEDNAGAR,1190.7,90453.54513,207673.2601,1190.7,0.222457002,12.52368932,24.76423605
2008,MAHARASHTRA,AHMEDNAGAR,978.49,90453.54513,207673.2601,978.49,0.229090159,3.672195841,24.94858269
2009,MAHARASHTRA,AHMEDNAGAR,378.38,90453.54513,207673.2601,378.38,0.217919697,7.654013555,24.76559822
2010,MAHARASHTRA,AHMEDNAGAR,937.33,90453.54513,207673.2601,937.33,0.198391229,14.87729206,25.17624403
2011,MAHARASHTRA,AHMEDNAGAR,987.34,90453.54513,207673.2601,987.34,0.204170696,3.147120948,24.98696543
2012,MAHARASHTRA,AHMEDNAGAR,614.67,90453.54513,207673.2601,614.67,0.226580262,2.823755183,24.78360824
2013,MAHARASHTRA,AHMEDNAGAR,2405.06,90453.54513,207673.2601,2405.06,0.21166159,5.300333843,23.67965328
2014,MAHARASHTRA,AHMEDNAGAR,255.81,90453.54513,207673.2601,255.81,0.214148553,6.108306107,25.05050492
2015,MAHARASHTRA,AHMEDNAGAR,1228.57,90453.54513,207673.2601,1228.57,0.220941061,15.39889936,25.0951201
2016,MAHARASHTRA,AHMEDNAGAR,1746.67,90453.54513,207673.2601,1746.67,0.220316046,13.79024558,24.11073017
2017,MAHARASHTRA,AHMEDNAGAR,2302.47,90453.54513,207673.2601,2302.47,0.216140815,9.065519684,24.14470015
1966,MAHARASHTRA,PUNE,660.38,90453.54513,207673.2601,660.38,0.211266134,13.20821145,24.98929891
1967,MAHARASHTRA,PUNE,918.37,90453.54513,207673.2601,918.37,0.210226133,5.070047542,24.82766214
1968,MAHARASHTRA,PUNE,997.78,90453.54513,207673.2601,997.78,0.221931806,7.456965441,23.74310282
1969,MAHARASHTRA,PUNE,737.63,90453.54513,207673.2601,737.63,0.218888513,4.453574382,24.31948876
1970,MAHARASHTRA,PUNE,816.55,90453.54513,207673.2601,816.55,0.210779817,-0.490699308,24.88742116
1971,MAHARASHTRA,PUNE,847.03,90453.54513,207673.2601,847.03,0.22417394,11.98051631,25.06883804
1972,MAHARASHTRA,PUNE,258.77,90453.54513,207673.2601,258.77,0.212062476,8.619636275,24.43834
1973,MAHARASHTRA,PUNE,1193.1,90453.54513,207673.2601,1193.1,0.204836196,6.051509972,24.65677136
1974,MAHARASHTRA,PUNE,1690.79,90453.54513,207673.2601,1690.79,0.20576311,5.948803358,24.29082356
1975,MAHARASHTRA,PUNE,1955.88,90453.54513,207673.2601,1955.88,0.203565409,-1.56993175,25.39246144
1976,MAHARASHTRA,PUNE,2035.36,90453.54513,207673.2601,2035.36,0.210628717,1.073765939,24.81779375
1977,MAHARASHTRA,PUNE,2239.35,90453.54513,207673.2601,2239.35,0.22569006,7.641908455,24.39665547
1978,MAHARASHTRA,PUNE,1640,90453.54513,207673.2601,1640,0.205301866,3.315579269,24.15234889
1979,MAHARASHTRA,PUNE,1564.89,90453.54513,207673.2601,1564.89,0.215237575,4.872577399,24.09705592
1980,MAHARASHTRA,PUNE,2012.84,90453.54513,207673.2601,2012.84,0.206785924,5.437862281,25.63627697
1981,MAHARASHTRA,PUNE,1468.09,90453.54513,207673.2601,1468.09,0.210749727,2.54879876,24.64374369
1982,MAHARASHTRA,PUNE,1404.72,90453.54513,207673.2601,1404.72,0.198252405,1.121551005,24.53073906
1983,MAHARASHTRA,PUNE,1614.39,90453.54513,207673.2601,1614.39,0.211147435,-2.10064555,24.6238777
1984,MAHARASHTRA,PUNE,1367.13,90453.54513,207673.2601,1367.13,0.211415764,5.22855121,24.41539471
1985,MAHARASHTRA,PUNE,1131.15,90453.54513,207673.2601,1131.15,0.218755697,9.054185343,24.67699436
1986,MAHARASHTRA,PUNE,1015.63,90453.54513,207673.2601,1015.63,0.215585626,-2.257028106,24.74796381
1987,MAHARASHTRA,PUNE,1285.71,90453.54513,207673.2601,1285.71,0.201368896,5.840903479,24.73800137
1988,MAHARASHTRA,PUNE,1511.78,90453.54513,207673.2601,1511.78,0.2241948,7.366858868,24.09920071
1989,MAHARASHTRA,PUNE,1417.22,90453.54513,207673.2601,1417.22,0.215455848,1.013240586,25.1767151
1990,MAHARASHTRA,PUNE,1387.72,90453.54513,207673.2601,1387.72,0.215336752,13.07185166,24.45401989
1991,MAHARASHTRA,PUNE,1047.85,90453.54513,207673.2601,1047.85,0.213260994,4.03256576,24.40116793
1992,MAHARASHTRA,PUNE,1321.49,90453.54513,207673.2601,1321.49,0.208175243,5.454844163,24.3785866
1993,MAHARASHTRA,PUNE,853.97,90453.54513,207673.2601,853.97,0.215530841,5.154795102,24.20426376
1994,MAHARASHTRA,PUNE,1182.11,90453.54513,207673.2601,1182.11,0.218108702,-2.892729508,24.86439844
1995,MAHARASHTRA,PUNE,1518.3,90453.54513,207673.2601,1518.3,0.19588386,11.00490296,25.17799059
1996,MAHARASHTRA,PUNE,1363.94,90453.54513,207673.2601,1363.94,0.207965209,1.183548763,24.369005
1997,MAHARASHTRA,PUNE,1104.78,59400,66000,1.111111111,0.210803348,4.778540028,23.80893672
